1.013000000000000000e+04 3.788980947781284137e-02
1.013010010010010046e+04 4.732926050193335676e-01
1.013020020020020092e+04 2.470435916663312748e-01
1.013030030030029957e+04 8.255855006728466394e-01
1.013040040040040003e+04 5.236514746499283390e-01
1.013050050050050049e+04 4.346927456040253768e-01
1.013060060060060096e+04 4.912056949829438635e-01
1.013070070070070142e+04 8.364802244846417656e-01
1.013080080080080006e+04 1.782158217059155447e-01
1.013090090090090052e+04 4.225517900563763307e-01
1.013100100100100099e+04 1.501384203023191644e-01
1.013110110110110145e+04 4.734739803764863586e-01
1.013120120120120191e+04 4.684931145319626289e-02
1.013130130130130055e+04 6.055722627154064286e-01
1.013140140140140102e+04 5.112032533935776391e-01
1.013150150150150148e+04 4.389441713957726865e-01
1.013160160160160194e+04 6.134046936430069819e-01
1.013170170170170240e+04 6.048625324898413425e-01
1.013180180180180105e+04 4.947299095477439845e-01
1.013190190190190151e+04 3.695945433022180815e-01
1.013200200200200197e+04 3.702645522125194155e-01
1.013210210210210244e+04 2.470272738091986442e-01
1.013220220220220290e+04 5.015760522419796530e-01
1.013230230230230154e+04 9.705853315349459720e-01
1.013240240240240200e+04 9.626609960673353505e-01
1.013250250250250247e+04 1.527436615157653499e-01
1.013260260260260293e+04 4.318795422631438452e-01
1.013270270270270339e+04 4.778594877001739460e-01
1.013280280280280203e+04 5.077556660748183681e-02
1.013290290290290250e+04 4.783057824381798939e-01
1.013300300300300296e+04 6.278764886674849111e-01
1.013310310310310342e+04 6.753340623468692128e-01
1.013320320320320388e+04 4.548966658252642237e-01
1.013330330330330253e+04 1.527943099746975619e-02
1.013340340340340299e+04 3.528087484193487278e-01
1.013350350350350345e+04 9.437376952614640047e-01
1.013360360360360391e+04 9.435695043778203894e-01
1.013370370370370438e+04 2.764577848701339491e-01
1.013380380380380302e+04 5.559367257697036546e-01
1.013390390390390348e+04 2.791265266075073637e-01
1.013400400400400395e+04 4.615511072143558824e-01
1.013410410410410441e+04 2.944769515197273035e-01
1.013420420420420487e+04 3.116672744656363570e-01
1.013430430430430351e+04 3.246794769394101277e-02
1.013440440440440398e+04 2.033601869396582940e-01
1.013450450450450444e+04 9.374080696292852455e-02
1.013460460460460490e+04 1.667539840395467765e-01
1.013470470470470536e+04 4.120665602802839889e-01
1.013480480480480401e+04 6.658120778142611051e-01
1.013490490490490447e+04 5.964882269471276643e-01
1.013500500500500493e+04 4.700622154300371225e-02
1.013510510510510539e+04 4.546917478928150791e-01
1.013520520520520586e+04 9.571971596019834827e-02
1.013530530530530450e+04 2.479487659791870247e-01
1.013540540540540496e+04 8.953544655333371960e-01
1.013550550550550543e+04 7.396848225799941279e-01
1.013560560560560589e+04 4.315727043296346821e-01
1.013570570570570635e+04 8.021041923786620398e-01
1.013580580580580499e+04 1.289406914458085529e-01
1.013590590590590546e+04 6.666134832685590705e-01
1.013600600600600592e+04 7.398850456110794838e-01
1.013610610610610638e+04 7.917147839050665548e-01
1.013620620620620684e+04 2.952268089998056899e-01
1.013630630630630549e+04 1.091012290872331869e-01
1.013640640640640595e+04 4.566558722533431425e-02
1.013650650650650641e+04 7.756143398020164392e-01
1.013660660660660687e+04 5.633058496835097184e-01
1.013670670670670734e+04 7.754000365989652810e-01
1.013680680680680598e+04 7.205693722629147313e-01
1.013690690690690644e+04 7.214911215607432426e-01
1.013700700700700691e+04 9.492367856304516627e-01
